"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"6107",50,91,56,72,100,100,46,100,82,81,94,43,64,4,0,0,9,9,50,91,56,72,100,100,46,100,82,81,94,43,64,4,0,0,9,9
"6108",37,100,0,84,6,56,100,58,94,82,58,97,41,48,47,0,4,6,37,100,0,84,6,56,100,58,94,82,58,97,41,48,47,0,4,6
"6109",0,80,35,100,50,61,33,16,10,0,18,28,59,39,100,53,7,2,0,80,35,100,50,61,33,16,10,0,18,28,59,39,100,53,7,2
"6110",12,52,65,54,100,23,47,0,39,33,74,67,68,100,0,90,8,1,12,52,65,54,100,23,47,0,39,33,74,67,68,100,0,90,8,1
"6111",69,100,21,76,0,36,25,0,76,21,100,60,78,97,26,80,0,5,69,100,21,76,0,36,25,0,76,21,100,60,78,97,26,80,0,5
"6112",57,61,94,86,52,100,0,81,43,68,100,56,87,26,54,0,9,9,57,61,94,86,52,100,0,81,43,68,100,56,87,26,54,0,9,9
"6113",100,72,75,100,43,80,82,78,92,53,88,17,47,0,0,7,9,9,100,72,75,100,43,80,82,78,92,53,88,17,47,0,0,7,9,9
"6114",7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0,4,6,7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0,4,6
"6115",36,87,81,100,80,74,61,31,44,0,0,10,50,11,100,15,1,2,36,87,81,100,80,74,61,31,44,0,0,10,50,11,100,15,1,2
"6116",36,91,39,53,40,15,0,0,2,31,19,71,57,91,100,100,5,7,36,91,39,53,40,15,0,0,2,31,19,71,57,91,100,100,5,7
"6117",0,93,44,100,78,72,68,33,39,0,20,24,52,44,100,46,7,2,0,93,44,100,78,72,68,33,39,0,20,24,52,44,100,46,7,2
"6118",71,82,100,100,44,69,0,35,8,0,90,12,75,32,5,11,6,4,71,82,100,100,44,69,0,35,8,0,90,12,75,32,5,11,6,4
"6119",0,65,55,81,100,100,89,86,77,65,70,43,62,21,65,0,1,3,0,65,55,81,100,100,89,86,77,65,70,43,62,21,65,0,1,3
"6120",21,100,0,68,18,44,70,45,100,54,69,70,68,34,65,0,4,6,21,100,0,68,18,44,70,45,100,54,69,70,68,34,65,0,4,6
"6121",0,83,13,100,43,80,29,51,2,25,3,1,51,0,100,4,2,2,0,83,13,100,43,80,29,51,2,25,3,1,51,0,100,4,2,2
"6122",0,100,58,97,80,76,52,40,41,0,4,25,32,39,100,42,7,2,0,100,58,97,80,76,52,40,41,0,4,25,32,39,100,42,7,2
"6123",100,98,61,100,20,89,0,58,36,54,65,37,44,2,6,0,5,4,100,98,61,100,20,89,0,58,36,54,65,37,44,2,6,0,5,4
"6124",52,85,10,62,0,20,41,0,87,22,100,62,70,96,20,100,0,5,52,85,10,62,0,20,41,0,87,22,100,62,70,96,20,100,0,5
"6125",100,87,66,100,28,68,11,31,41,0,92,18,51,42,0,24,6,4,100,87,66,100,28,68,11,31,41,0,92,18,51,42,0,24,6,4
"6126",77,100,41,71,0,40,7,18,75,30,100,52,70,37,57,0,4,6,77,100,41,71,0,40,7,18,75,30,100,52,70,37,57,0,4,6
"6127",2,73,26,98,100,100,98,76,43,55,64,39,64,15,0,0,3,3,2,73,26,98,100,100,98,76,43,55,64,39,64,15,0,0,3,3
"6128",4,85,18,63,74,47,47,0,9,16,0,70,34,95,100,100,5,7,4,85,18,63,74,47,47,0,9,16,0,70,34,95,100,100,5,7
"6129",100,100,60,91,23,63,0,32,12,0,65,6,69,36,11,38,6,4,100,100,60,91,23,63,0,32,12,0,65,6,69,36,11,38,6,4
"6130",11,75,33,84,89,100,100,90,76,68,49,45,24,22,0,0,1,3,11,75,33,84,89,100,100,90,76,68,49,45,24,22,0,0,1,3
"6131",57,90,0,88,46,52,100,19,39,0,33,37,69,75,39,100,8,8,57,90,0,88,46,52,100,19,39,0,33,37,69,75,39,100,8,8
"6132",19,100,0,71,0,40,51,29,100,40,90,62,82,31,82,0,4,6,19,100,0,71,0,40,51,29,100,40,90,62,82,31,82,0,4,6
"6133",39,100,75,61,100,98,34,81,9,30,72,0,83,45,0,50,8,9,39,100,75,61,100,98,34,81,9,30,72,0,83,45,0,50,8,9
"6134",27,72,42,100,87,96,69,58,35,28,0,7,50,5,100,0,2,2,27,72,42,100,87,96,69,58,35,28,0,7,50,5,100,0,2,2
"6135",49,79,69,100,90,72,67,43,29,21,0,3,50,6,100,0,2,2,49,79,69,100,90,72,67,43,29,21,0,3,50,6,100,0,2,2
"6136",0,51,37,61,71,79,100,100,97,80,87,53,76,25,71,0,1,3,0,51,37,61,71,79,100,100,97,80,87,53,76,25,71,0,1,3
"6137",10,89,32,98,36,100,0,68,31,49,100,29,60,0,1,15,5,9,10,89,32,98,36,100,0,68,31,49,100,29,60,0,1,15,5,9
"6138",23,74,29,26,66,0,100,27,99,74,64,100,26,73,0,33,0,10,23,74,29,26,66,0,100,27,99,74,64,100,26,73,0,33,0,10
"6139",0,88,61,68,100,90,14,100,24,79,80,54,46,25,3,0,9,9,0,88,61,68,100,90,14,100,24,79,80,54,46,25,3,0,9,9
"6140",0,80,17,100,53,94,75,73,77,47,63,23,61,1,100,0,2,3,0,80,17,100,53,94,75,73,77,47,63,23,61,1,100,0,2,3
"6141",32,100,0,74,0,41,58,30,95,57,100,67,81,34,80,0,4,6,32,100,0,74,0,41,58,30,95,57,100,67,81,34,80,0,4,6
"6142",100,100,74,86,47,61,23,32,14,0,50,1,38,25,0,26,6,4,100,100,74,86,47,61,23,32,14,0,50,1,38,25,0,26,6,4
"6143",77,100,0,87,36,41,60,0,6,19,70,56,100,97,12,90,8,1,77,100,0,87,36,41,60,0,6,19,70,56,100,97,12,90,8,1
"6144",33,74,71,100,60,71,47,30,26,0,0,3,50,2,100,4,1,2,33,74,71,100,60,71,47,30,26,0,0,3,50,2,100,4,1,2
"6145",6,74,37,58,100,45,91,2,26,0,0,46,20,85,85,100,5,7,6,74,37,58,100,45,91,2,26,0,0,46,20,85,85,100,5,7
"6146",5,89,0,54,40,35,45,0,11,22,9,70,44,96,100,100,5,7,5,89,0,54,40,35,45,0,11,22,9,70,44,96,100,100,5,7
"6147",55,88,83,100,71,70,89,68,100,31,74,1,33,0,0,24,3,9,55,88,83,100,71,70,89,68,100,31,74,1,33,0,0,24,3,9
"6148",0,72,54,82,96,100,100,88,85,66,69,44,54,22,42,0,1,3,0,72,54,82,96,100,100,88,85,66,69,44,54,22,42,0,1,3
"6149",100,100,52,80,16,50,0,17,48,0,97,18,69,45,16,37,6,4,100,100,52,80,16,50,0,17,48,0,97,18,69,45,16,37,6,4
"6150",41,89,75,99,100,100,83,79,59,59,35,39,10,19,0,0,1,9,41,89,75,99,100,100,83,79,59,59,35,39,10,19,0,0,1,9
"6151",2,58,0,22,48,0,100,24,100,71,53,100,6,76,22,31,0,10,2,58,0,22,48,0,100,24,100,71,53,100,6,76,22,31,0,10
"6152",0,95,26,100,43,75,34,43,21,15,42,0,71,0,100,1,2,2,0,95,26,100,43,75,34,43,21,15,42,0,71,0,100,1,2,2
"6153",0,88,48,100,78,77,43,51,55,41,100,22,67,0,16,7,3,9,0,88,48,100,78,77,43,51,55,41,100,22,67,0,16,7,3,9
"6154",100,76,41,59,25,82,80,100,89,64,90,27,59,0,0,16,9,9,100,76,41,59,25,82,80,100,89,64,90,27,59,0,0,16,9,9
"6155",70,100,28,85,2,52,0,17,53,0,100,22,52,44,6,28,6,4,70,100,28,85,2,52,0,17,53,0,100,22,52,44,6,28,6,4
"6156",8,73,25,100,53,71,40,35,2,11,0,1,50,1,100,0,2,2,8,73,25,100,53,71,40,35,2,11,0,1,50,1,100,0,2,2
"6157",16,87,45,100,93,94,64,71,85,49,100,25,53,10,0,0,3,9,16,87,45,100,93,94,64,71,85,49,100,25,53,10,0,0,3,9
"6158",29,81,20,63,50,27,15,0,0,33,8,75,46,100,100,91,5,7,29,81,20,63,50,27,15,0,0,33,8,75,46,100,100,91,5,7
"6159",0,95,39,100,74,76,82,33,76,0,100,37,59,47,16,48,7,9,0,95,39,100,74,76,82,33,76,0,100,37,59,47,16,48,7,9
"6160",83,100,9,87,57,44,60,0,0,17,56,56,100,95,10,100,8,1,83,100,9,87,57,44,60,0,0,17,56,56,100,95,10,100,8,1
"6161",68,66,100,98,57,100,27,68,73,72,78,37,45,5,0,0,9,9,68,66,100,98,57,100,27,68,73,72,78,37,45,5,0,0,9,9
"6162",16,99,26,100,0,58,45,39,100,34,86,77,57,47,45,0,4,6,16,99,26,100,0,58,45,39,100,34,86,77,57,47,45,0,4,6
"6163",35,92,21,64,66,36,37,0,0,15,10,69,46,100,100,100,5,7,35,92,21,64,66,36,37,0,0,15,10,69,46,100,100,100,5,7
"6164",22,89,0,46,9,0,46,0,79,24,100,67,75,100,39,97,0,5,22,89,0,46,9,0,46,0,79,24,100,67,75,100,39,97,0,5
"6165",9,88,49,100,64,76,21,56,72,46,100,21,59,2,0,0,3,9,9,88,49,100,64,76,21,56,72,46,100,21,59,2,0,0,3,9
"6166",40,100,70,60,90,100,31,94,84,63,100,31,52,0,0,28,9,9,40,100,70,60,90,100,31,94,84,63,100,31,52,0,0,28,9,9
"6167",60,100,46,57,0,23,27,14,100,14,98,57,80,43,82,0,4,6,60,100,46,57,0,23,27,14,100,14,98,57,80,43,82,0,4,6
"6168",46,100,26,94,0,59,19,43,80,45,100,69,98,36,98,0,4,6,46,100,26,94,0,59,19,43,80,45,100,69,98,36,98,0,4,6
"6169",0,61,14,18,63,0,100,33,89,80,45,100,14,62,18,16,0,10,0,61,14,18,63,0,100,33,89,80,45,100,14,62,18,16,0,10
"6170",100,97,58,100,18,76,0,47,12,16,62,0,85,18,28,24,6,4,100,97,58,100,18,76,0,47,12,16,62,0,85,18,28,24,6,4
"6171",17,91,50,100,76,77,63,59,100,38,84,10,35,0,0,12,3,9,17,91,50,100,76,77,63,59,100,38,84,10,35,0,0,12,3,9
"6172",28,100,11,66,0,33,50,38,100,42,75,71,57,39,50,0,4,6,28,100,11,66,0,33,50,38,100,42,75,71,57,39,50,0,4,6
"6173",11,80,37,100,83,89,50,65,100,54,97,24,54,4,0,0,3,9,11,80,37,100,83,89,50,65,100,54,97,24,54,4,0,0,3,9
"6174",4,92,4,62,42,32,13,0,2,34,0,72,38,100,100,97,5,7,4,92,4,62,42,32,13,0,2,34,0,72,38,100,100,97,5,7
"6175",38,54,100,82,64,100,34,65,60,27,17,0,0,32,59,62,8,2,38,54,100,82,64,100,34,65,60,27,17,0,0,32,59,62,8,2
"6176",26,100,0,76,25,52,89,48,100,84,70,68,42,34,15,0,4,6,26,100,0,76,25,52,89,48,100,84,70,68,42,34,15,0,4,6
"6177",0,26,34,45,68,71,100,100,86,87,59,55,32,22,5,0,1,3,0,26,34,45,68,71,100,100,86,87,59,55,32,22,5,0,1,3
"6178",67,93,40,100,68,76,76,92,100,55,94,13,49,0,0,6,9,9,67,93,40,100,68,76,76,92,100,55,94,13,49,0,0,6,9,9
"6179",0,12,24,39,52,65,81,90,100,100,78,68,56,36,45,0,1,3,0,12,24,39,52,65,81,90,100,100,78,68,56,36,45,0,1,3
"6180",99,100,51,99,56,77,100,90,96,67,78,38,45,14,0,0,9,9,99,100,51,99,56,77,100,90,96,67,78,38,45,14,0,0,9,9
"6181",52,100,15,86,1,53,0,20,45,0,100,6,64,18,12,8,6,4,52,100,15,86,1,53,0,20,45,0,100,6,64,18,12,8,6,4
"6182",0,85,36,100,45,74,24,51,80,56,100,31,61,10,6,0,3,9,0,85,36,100,45,74,24,51,80,56,100,31,61,10,6,0,3,9
"6183",53,93,0,88,58,59,49,100,44,70,100,41,58,0,0,16,9,9,53,93,0,88,58,59,49,100,44,70,100,41,58,0,0,16,9,9
"6184",55,100,20,69,3,36,4,3,72,0,100,31,68,57,0,45,6,5,55,100,20,69,3,36,4,3,72,0,100,31,68,57,0,45,6,5
"6185",60,47,100,69,95,100,38,98,0,73,33,49,82,32,68,0,9,3,60,47,100,69,95,100,38,98,0,73,33,49,82,32,68,0,9,3
"6186",51,58,83,100,0,92,3,49,68,10,13,0,15,43,100,77,8,8,51,58,83,100,0,92,3,49,68,10,13,0,15,43,100,77,8,8
"6187",0,82,41,100,95,92,83,62,73,50,100,21,59,0,5,9,3,9,0,82,41,100,95,92,83,62,73,50,100,21,59,0,5,9,3,9
"6188",0,65,51,79,84,100,100,94,92,70,83,46,73,22,78,0,1,3,0,65,51,79,84,100,100,94,92,70,83,46,73,22,78,0,1,3
"6189",0,54,35,70,88,93,100,100,71,75,45,50,27,25,25,0,1,3,0,54,35,70,88,93,100,100,71,75,45,50,27,25,25,0,1,3
"6190",2,100,0,55,15,16,53,0,89,18,100,59,74,91,36,79,0,5,2,100,0,55,15,16,53,0,89,18,100,59,74,91,36,79,0,5
"6191",64,81,7,82,54,74,100,100,4,87,82,61,55,29,0,0,9,3,64,81,7,82,54,74,100,100,4,87,82,61,55,29,0,0,9,3
"6192",18,78,53,100,85,85,48,61,71,46,100,20,56,0,0,5,3,9,18,78,53,100,85,85,48,61,71,46,100,20,56,0,0,5,3,9
"6193",39,96,79,100,93,79,67,57,100,38,88,13,46,0,0,2,3,9,39,96,79,100,93,79,67,57,100,38,88,13,46,0,0,2,3,9
"6194",0,99,81,100,93,75,65,38,40,0,24,0,15,30,100,32,7,2,0,99,81,100,93,75,65,38,40,0,24,0,15,30,100,32,7,2
"6195",49,94,10,70,0,33,25,0,82,9,100,44,91,81,42,100,0,5,49,94,10,70,0,33,25,0,82,9,100,44,91,81,42,100,0,5
"6196",55,100,35,84,9,58,0,30,25,4,92,0,100,25,31,16,6,4,55,100,35,84,9,58,0,30,25,4,92,0,100,25,31,16,6,4
"6197",50,98,12,61,55,37,17,0,0,25,1,73,35,100,100,98,5,7,50,98,12,61,55,37,17,0,0,25,1,73,35,100,100,98,5,7
"6198",0,81,53,71,100,100,47,100,14,69,77,76,78,42,61,0,9,3,0,81,53,71,100,100,47,100,14,69,77,76,78,42,61,0,9,3
"6199",3,83,47,67,51,25,0,0,11,37,65,69,100,100,21,92,8,1,3,83,47,67,51,25,0,0,11,37,65,69,100,100,21,92,8,1
"6200",85,52,85,98,0,79,65,39,100,0,9,13,62,56,100,100,8,8,85,52,85,98,0,79,65,39,100,0,9,13,62,56,100,100,8,8
"6201",43,95,12,85,0,40,29,4,75,0,100,37,79,78,38,100,0,5,43,95,12,85,0,40,29,4,75,0,100,37,79,78,38,100,0,5
"6202",0,82,32,100,69,84,47,58,82,46,100,21,66,0,13,1,3,9,0,82,32,100,69,84,47,58,82,46,100,21,66,0,13,1,3,9
"6203",90,100,0,96,8,65,83,83,100,96,85,64,75,32,81,0,9,6,90,100,0,96,8,65,83,83,100,96,85,64,75,32,81,0,9,6
"6204",0,94,26,100,79,96,100,67,81,33,57,0,18,20,63,34,7,3,0,94,26,100,79,96,100,67,81,33,57,0,18,20,63,34,7,3
"6205",14,73,0,51,9,12,54,0,92,27,100,67,74,100,27,95,0,5,14,73,0,51,9,12,54,0,92,27,100,67,74,100,27,95,0,5
"6206",39,96,24,66,100,94,19,100,30,76,95,69,70,28,0,0,9,9,39,96,24,66,100,94,19,100,30,76,95,69,70,28,0,0,9,9
"6207",0,82,51,83,86,100,56,74,42,49,40,23,16,0,100,1,1,2,0,82,51,83,86,100,56,74,42,49,40,23,16,0,100,1,1,2
"6208",53,100,26,80,0,59,4,37,60,35,100,41,65,22,43,0,4,6,53,100,26,80,0,59,4,37,60,35,100,41,65,22,43,0,4,6
"6209",0,41,34,54,68,76,100,100,87,79,68,50,51,20,43,0,1,3,0,41,34,54,68,76,100,100,87,79,68,50,51,20,43,0,1,3
"6210",0,63,56,35,98,0,41,1,62,39,100,74,69,100,10,74,8,1,0,63,56,35,98,0,41,1,62,39,100,74,69,100,10,74,8,1
"6211",97,100,51,77,19,48,0,18,44,0,100,16,65,31,12,14,6,4,97,100,51,77,19,48,0,18,44,0,100,16,65,31,12,14,6,4
"6212",14,84,0,53,79,83,9,100,8,66,100,80,67,38,14,0,9,3,14,84,0,53,79,83,9,100,8,66,100,80,67,38,14,0,9,3
"6213",9,77,26,100,52,76,37,44,7,17,0,0,54,1,100,4,2,2,9,77,26,100,52,76,37,44,7,17,0,0,54,1,100,4,2,2
"6214",0,65,24,95,56,100,54,59,34,23,33,0,66,4,100,5,2,2,0,65,24,95,56,100,54,59,34,23,33,0,66,4,100,5,2,2
"6215",0,63,43,77,70,100,62,63,54,25,27,1,49,2,100,0,1,2,0,63,43,77,70,100,62,63,54,25,27,1,49,2,100,0,1,2
"6216",4,75,55,68,100,95,46,100,0,72,51,64,62,43,35,0,9,3,4,75,55,68,100,95,46,100,0,72,51,64,62,43,35,0,9,3
"6217",62,100,0,96,40,62,100,30,43,0,6,27,38,73,13,99,8,8,62,100,0,96,40,62,100,30,43,0,6,27,38,73,13,99,8,8
"6218",0,82,36,100,83,88,64,62,83,48,100,16,57,0,14,13,3,9,0,82,36,100,83,88,64,62,83,48,100,16,57,0,14,13,3,9
"6219",50,77,57,100,100,91,77,62,95,36,90,6,42,0,0,18,3,9,50,77,57,100,100,91,77,62,95,36,90,6,42,0,0,18,3,9
"6220",51,88,14,74,0,27,35,0,85,24,100,69,61,100,15,76,0,5,51,88,14,74,0,27,35,0,85,24,100,69,61,100,15,76,0,5
"6221",23,97,6,54,65,45,43,0,0,12,0,65,33,95,100,100,5,7,23,97,6,54,65,45,43,0,0,12,0,65,33,95,100,100,5,7
"6222",89,75,77,100,0,83,38,56,100,81,91,50,74,12,2,0,9,9,89,75,77,100,0,83,38,56,100,81,91,50,74,12,2,0,9,9
"6223",0,86,28,100,47,71,23,33,14,0,0,39,48,47,100,52,7,2,0,86,28,100,47,71,23,33,14,0,0,39,48,47,100,52,7,2
"6224",11,75,49,47,83,10,0,0,34,37,100,70,95,100,5,79,8,1,11,75,49,47,83,10,0,0,34,37,100,70,95,100,5,79,8,1
"6225",77,100,31,84,0,44,1,0,60,5,100,40,83,81,32,72,0,5,77,100,31,84,0,44,1,0,60,5,100,40,83,81,32,72,0,5
"6226",37,93,94,100,73,95,30,75,39,41,100,29,63,4,0,0,5,9,37,93,94,100,73,95,30,75,39,41,100,29,63,4,0,0,5,9
"6227",31,86,67,100,81,73,54,47,18,25,0,10,50,4,100,0,2,2,31,86,67,100,81,73,54,47,18,25,0,10,50,4,100,0,2,2
"6228",45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4,6,45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4,6
"6229",18,76,37,100,77,79,61,39,22,10,0,24,53,19,100,0,2,2,18,76,37,100,77,79,61,39,22,10,0,24,53,19,100,0,2,2
"6230",88,100,26,93,38,69,100,88,93,83,91,51,57,22,0,0,9,9,88,100,26,93,38,69,100,88,93,83,91,51,57,22,0,0,9,9
"6231",37,100,10,81,0,56,21,35,73,41,100,44,65,24,52,0,4,6,37,100,10,81,0,56,21,35,73,41,100,44,65,24,52,0,4,6
"6232",63,98,8,83,73,43,100,0,0,5,35,49,97,90,13,100,8,1,63,98,8,83,73,43,100,0,0,5,35,49,97,90,13,100,8,1
"6233",59,88,89,100,100,70,60,53,83,44,84,14,42,0,0,7,3,9,59,88,89,100,100,70,60,53,83,44,84,14,42,0,0,7,3,9
"6234",39,61,95,79,65,100,0,90,13,67,80,57,100,30,85,0,9,3,39,61,95,79,65,100,0,90,13,67,80,57,100,30,85,0,9,3
"6235",18,82,46,100,69,73,46,42,9,16,0,1,50,3,100,0,2,2,18,82,46,100,69,73,46,42,9,16,0,1,50,3,100,0,2,2
"6236",17,81,43,100,100,91,75,63,49,37,98,16,62,0,0,1,3,9,17,81,43,100,100,91,75,63,49,37,98,16,62,0,0,1,3,9
"6237",34,100,0,76,0,35,32,1,85,0,100,38,85,77,36,84,0,5,34,100,0,76,0,35,32,1,85,0,100,38,85,77,36,84,0,5
"6238",24,100,12,72,0,40,36,25,82,28,100,58,83,33,75,0,4,6,24,100,12,72,0,40,36,25,82,28,100,58,83,33,75,0,4,6
"6239",10,89,21,52,75,44,60,0,12,12,0,60,36,93,100,100,5,7,10,89,21,52,75,44,60,0,12,12,0,60,36,93,100,100,5,7
"6240",15,95,77,100,100,72,70,42,31,13,0,0,17,32,95,37,7,2,15,95,77,100,100,72,70,42,31,13,0,0,17,32,95,37,7,2
"6241",12,82,34,45,49,0,18,2,0,48,4,89,51,100,100,99,5,7,12,82,34,45,49,0,18,2,0,48,4,89,51,100,100,99,5,7
"6242",68,93,100,100,97,76,72,57,43,38,13,21,0,1,39,0,2,9,68,93,100,100,97,76,72,57,43,38,13,21,0,1,39,0,2,9
"6243",0,67,52,79,81,100,88,87,88,64,88,41,90,18,100,0,1,3,0,67,52,79,81,100,88,87,88,64,88,41,90,18,100,0,1,3
"6244",0,89,32,100,70,97,73,70,67,43,100,27,90,5,52,0,3,3,0,89,32,100,70,97,73,70,67,43,100,27,90,5,52,0,3,3
"6245",87,100,36,71,85,35,52,0,0,13,51,49,100,85,44,97,8,1,87,100,36,71,85,35,52,0,0,13,51,49,100,85,44,97,8,1
"6246",0,79,25,50,98,25,71,0,10,16,50,47,100,76,83,100,8,1,0,79,25,50,98,25,71,0,10,16,50,47,100,76,83,100,8,1
"6247",71,100,31,81,0,56,62,50,100,75,75,56,46,28,31,0,4,6,71,100,31,81,0,56,62,50,100,75,75,56,46,28,31,0,4,6
"6248",45,100,26,70,0,34,21,26,82,25,100,59,82,41,78,0,4,6,45,100,26,70,0,34,21,26,82,25,100,59,82,41,78,0,4,6
"6249",34,93,7,61,0,25,34,0,81,12,100,46,98,83,62,100,0,5,34,93,7,61,0,25,34,0,81,12,100,46,98,83,62,100,0,5
"6250",12,72,50,83,92,100,100,92,75,69,47,46,22,23,0,0,1,3,12,72,50,83,92,100,100,92,75,69,47,46,22,23,0,0,1,3
"6251",88,77,30,96,46,48,68,0,0,2,45,46,100,88,38,100,8,1,88,77,30,96,46,48,68,0,0,2,45,46,100,88,38,100,8,1
"6252",31,100,0,78,7,28,51,0,96,14,100,64,58,89,29,55,0,5,31,100,0,78,7,28,51,0,96,14,100,64,58,89,29,55,0,5
"6253",3,77,2,39,39,0,90,20,100,71,53,100,0,78,10,43,0,10,3,77,2,39,39,0,90,20,100,71,53,100,0,78,10,43,0,10
"6254",86,85,47,64,0,76,34,100,78,88,81,58,81,28,100,0,9,6,86,85,47,64,0,76,34,100,78,88,81,58,81,28,100,0,9,6
"6255",61,100,29,76,4,52,0,28,46,8,100,29,71,23,82,0,4,6,61,100,29,76,4,52,0,28,46,8,100,29,71,23,82,0,4,6
"6256",36,100,22,96,0,69,6,42,68,42,100,51,64,26,50,0,4,6,36,100,22,96,0,69,6,42,68,42,100,51,64,26,50,0,4,6
"6257",0,93,11,57,69,38,42,0,4,14,5,61,35,94,100,100,5,7,0,93,11,57,69,38,42,0,4,14,5,61,35,94,100,100,5,7
"6258",100,100,54,80,19,56,0,31,17,7,81,0,98,20,31,17,6,4,100,100,54,80,19,56,0,31,17,7,81,0,98,20,31,17,6,4
"6259",19,86,63,100,89,80,51,57,72,37,100,14,49,0,0,2,3,9,19,86,63,100,89,80,51,57,72,37,100,14,49,0,0,2,3,9
"6260",51,99,28,60,40,9,79,0,100,44,81,90,40,100,0,87,0,10,51,99,28,60,40,9,79,0,100,44,81,90,40,100,0,87,0,10
"6261",6,97,58,100,100,85,76,56,44,29,25,0,0,29,53,37,7,2,6,97,58,100,100,85,76,56,44,29,25,0,0,29,53,37,7,2
"6262",53,100,34,59,0,22,62,24,100,43,75,82,75,42,75,0,4,6,53,100,34,59,0,22,62,24,100,43,75,82,75,42,75,0,4,6
"6263",20,84,39,45,43,9,7,0,0,47,15,91,57,100,100,88,5,7,20,84,39,45,43,9,7,0,0,47,15,91,57,100,100,88,5,7
"6264",17,94,0,57,16,10,64,0,100,32,98,80,55,100,14,73,0,10,17,94,0,57,16,10,64,0,100,32,98,80,55,100,14,73,0,10
"6265",6,97,63,100,95,79,48,60,67,52,100,28,56,8,0,0,3,9,6,97,63,100,95,79,48,60,67,52,100,28,56,8,0,0,3,9
"6266",100,100,66,88,32,66,7,39,0,10,44,0,62,18,14,22,6,4,100,100,66,88,32,66,7,39,0,10,44,0,62,18,14,22,6,4
"6267",0,82,44,100,69,81,38,54,68,46,100,20,61,0,6,6,3,9,0,82,44,100,69,81,38,54,68,46,100,20,61,0,6,6,3,9
"6268",20,100,24,85,0,52,20,39,79,34,94,53,91,18,100,0,4,6,20,100,24,85,0,52,20,39,79,34,94,53,91,18,100,0,4,6
"6269",22,97,62,100,60,62,51,24,38,0,0,31,37,42,100,44,7,2,22,97,62,100,60,62,51,24,38,0,0,31,37,42,100,44,7,2
"6270",6,97,65,100,100,82,70,56,42,28,27,0,0,27,47,38,7,2,6,97,65,100,100,82,70,56,42,28,27,0,0,27,47,38,7,2
"6271",77,100,40,80,75,71,100,94,89,66,81,38,47,15,0,0,9,9,77,100,40,80,75,71,100,94,89,66,81,38,47,15,0,0,9,9
"6272",0,53,39,62,72,80,100,100,93,77,82,51,73,25,68,0,1,3,0,53,39,62,72,80,100,100,93,77,82,51,73,25,68,0,1,3
"6273",0,37,17,0,66,1,100,31,96,71,59,100,12,98,9,59,0,10,0,37,17,0,66,1,100,31,96,71,59,100,12,98,9,59,0,10
"6274",23,70,44,60,90,36,58,0,0,13,9,56,27,94,100,100,5,7,23,70,44,60,90,36,58,0,0,13,9,56,27,94,100,100,5,7
"6275",67,100,10,92,29,53,50,14,1,0,0,37,45,67,100,87,8,8,67,100,10,92,29,53,50,14,1,0,0,37,45,67,100,87,8,8
"6276",100,100,50,79,13,52,0,20,44,0,100,13,61,28,6,17,6,4,100,100,50,79,13,52,0,20,44,0,100,13,61,28,6,17,6,4
"6277",67,100,58,96,29,69,0,42,29,25,92,35,100,26,79,0,4,4,67,100,58,96,29,69,0,42,29,25,92,35,100,26,79,0,4,4
"6278",0,47,21,68,59,90,100,100,87,75,70,50,52,25,43,0,1,3,0,47,21,68,59,90,100,100,87,75,70,50,52,25,43,0,1,3
"6279",99,100,41,89,4,61,0,26,42,0,100,4,75,33,16,38,6,4,99,100,41,89,4,61,0,26,42,0,100,4,75,33,16,38,6,4
"6280",0,92,33,99,84,100,100,92,67,71,45,47,30,21,27,0,7,3,0,92,33,99,84,100,100,92,67,71,45,47,30,21,27,0,7,3
"6281",67,99,18,97,32,47,69,0,0,4,45,49,100,91,42,100,8,1,67,99,18,97,32,47,69,0,0,4,45,49,100,91,42,100,8,1
"6282",52,81,86,100,89,72,63,53,100,42,85,11,43,0,0,11,3,9,52,81,86,100,89,72,63,53,100,42,85,11,43,0,0,11,3,9
"6283",50,65,81,100,76,77,61,31,40,0,0,11,50,10,100,13,1,2,50,65,81,100,76,77,61,31,40,0,0,11,50,10,100,13,1,2
"6284",55,50,100,74,76,100,7,90,0,64,72,55,97,32,83,0,9,9,55,50,100,74,76,100,7,90,0,64,72,55,97,32,83,0,9,9
"6285",36,89,73,100,75,74,48,51,14,30,0,10,51,8,100,0,2,2,36,89,73,100,75,74,48,51,14,30,0,10,51,8,100,0,2,2
"6286",73,78,30,100,0,70,75,39,92,0,21,21,75,60,100,88,8,8,73,78,30,100,0,70,75,39,92,0,21,21,75,60,100,88,8,8
"6287",0,77,25,100,53,86,43,52,17,21,1,0,51,0,100,0,2,2,0,77,25,100,53,86,43,52,17,21,1,0,51,0,100,0,2,2
"6288",47,100,36,69,0,34,50,28,100,43,98,81,89,41,84,0,4,6,47,100,36,69,0,34,50,28,100,43,98,81,89,41,84,0,4,6
